passage_id,chapter,section,subsection,heading,page,kind,text_clean,word_count
p0661,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,189,text,"The Biophysics track will allow students to apply principles of physics to biological systems at molecular, organismal, and ecological levels. These students will learn how such integrated applications of these principles are leading to the incredible breadth of advances biophysicists are making in bioelectronics, quantum biology, nanotechnology, structural biology, biomechanics, biochemistry, and cell and molecular biology.",56
p0662,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,189,text,"Finally, students who choose the Biogeochemistry track will discover how the activities of biological systems and other chemical, physical, and geological processes drive the global or local cycles of chemicals like carbon and nitrogen, and ultimately lead to global environmental change. These students, with their interdisciplinary training in molecular bioscience with a focus on ecosystem science, will be uniquely prepared to solve existential challenges like human-mediated global climate change and environmental degradation.",72
p0665,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Interdisciplinary Courses,190,table,Interdisciplinary Courses: CHEM 201 Organic Chemistry I (4 credits); BIOL 202 Genetics and Evolution (4 credits); PHYS 303 Introduction to Biophysics (4 credits); BIOL 305 Introduction to Biochemistry (4 credits); BIOL 320 Bioethics (4 credits),35
p0666,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,190,table,Disciplinary Courses: ENVIR 102 Dynamic Earth and Oceans: Physical and Biological Sciences for the Environment (4 credits); BIOL 208 General Ecology (4 credits); BIOL 311/ ENVIR 311 Biogeochemistry (4 credits); And choose one course from the following two courses; STATS 101 Introduction to Applied Statistical Methods (4 credits); MATH 205 Probability and Statistics (4 credits); And choose one course from the following two courses; BIOL 313/ ENVIR 313 Ecosystem Service (4 credits); BIOL 319 Global Change Biology (4 credits); And choose one course from the following two courses; BIOL 312 Ecophysiology (4 credits); ENVIR 315/ CHEM 315 Aqueous Geochemistry (4 credits),101
p0668,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Electives,191,table,Electives: BIOL 201 Cell and Molecular Biology (4 credits); ENVIR 202 Biodiversity and Conservation (4 credits); ENVIR 304 Environmental Chemistry and Toxicology (4 credits); BIOL 318 Food Web Ecology (4 credits); BIOL 405 Microbial Ecology (4 credits),37
p0671,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,192,table,Disciplinary Courses: PHYS 122 General Physics II (4 credits); MATH 201 Multivariable Calculus (4 credits); PHYS 201 Optics and Modern Physics (4 credits); MATH 202 Linear Algebra (4 credits); PHYS 302 Thermal and Statistical Physics (4 credits),37
p0672,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,193,table,Disciplinary Courses: PHYS 406 Biophysics (4 credits); And choose two courses from the following four courses; PHYS 301 Classical Mechanics (4 credits); PHYS 304 Electricity and Magnetism (4 credits); PHYS 401 Quantum Mechanics (4 credits); PHYS 404 Nonlinear Dynamics (4 credits),41
p0674,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Electives,193,table,Electives: BIOL 201 Cell and Molecular Biology (4 credits); MATH 303 ODE and Dynamical Systems (4 credits); PHYS 310 Physics of Particulate Materials (4 credits); BIOL 316 Quantitative Physiology (4 credits); MATH 403 Partial Differential Equations (4 credits); CHEM 404 Physical Biochemistry (4 credits); MATH 410 Modeling Biological Systems (4 credits),51
p0677,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,195,table,Disciplinary Courses: BIOL 201 Cell and Molecular Biology (4 credits); BIOL 212 Microbiology (4 credits); BIOL 304 Molecular Genetic Analysis (4 credits); BIOL 306 Cell Signaling and Diseases (4 credits); BIOL 315 Experimental Molecular Biology (4 credits); And choose one from the following courses; STATS 101 Introduction to Applied Statistical Methods (4 credits); MATH 205 Probability and Statistics (4 credits),60
p0679,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Electives,195,table,"Electives: BIOL 203 Molecular, Behavioral and Social Evolution: Evolution of Genomes, Traits, Behaviors and Societies (4 credits); BIOL 401 Advanced Biochemistry: Cell Metabolism (4 credits); BIOL 310 Developmental Biology (4 credits); BIOL 314 Computational Biology and Bioinformatics (4 credits); CHEM 404 Physical Biochemistry (4 credits); BIOL 307 Cancer Genetics (4 credits)",51
p0682,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,196,table,Disciplinary Courses: BIOL 201 Cell and Molecular Biology (4 credits); BIOL 304 Molecular Genetic Analysis (4 credits); BIOL 314 Computational Biology and Bioinformatics (4 credits); BIOL 403 Experimental Methods in Functional Genomics (4 credits),34
p0683,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Disciplinary Courses,197,table,Disciplinary Courses: BIOL 407 Population Genomics and Molecular Evolution (4 credits); And choose one from the following courses; STATS 101 Introduction to Applied Statistical Methods (4 credits); MATH 205 Probability and Statistics (4 credits),34
p0685,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",Electives,197,table,"Electives: ENVIR 202 Biodiversity and Conservation (4 credits); BIOL 203 Molecular, Behavioral and Social Evolution: Evolution of Genomes, Traits, Behaviors and Societies (4 credits); BIOL 212 Microbiology (4 credits); BIOL 310 Developmental Biology: Development, Stem Cells, and Regeneration (4 credits); BIOL 317 Systems Biology (4 credits); BIOL 404 Genomics of Adaptation (4 credits)",53
p0686,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Political Economy with tracks in Economics, Political Science, and Public Policy",,198,text,"Within the field of international relations in general, and international political economy in particular, interested Duke Kunshan University students will have a chance to explore--both broadly and deeply, a large array of the world's most pressing issues--issues that will determine the balance between peace and conflict over the coming decades. Given the growing impact of globalization and the rather profound structural changes occurring in international affairs, it is imperative that we train a new generation of international relations theorists and practitioners who can appreciate, manage and lead in the increasingly complex world that we face on a daily basis.",99
p0687,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Political Economy with tracks in Economics, Political Science, and Public Policy",,198,text,"The field of international political economy utilizes an interdisciplinary approach to examine the reciprocal relationships between politics and markets, both within and among countries, employing a variety of analytical and research tools, including those of economics. Its concerns include interactions among economic and political development; cooperation and conflict among nations, groups, and individuals; the distribution of material resources and political/economic power; the effects of political actors and institutions on economic outcomes and vice versa; the causes and consequences of technological change, growth, and globalization; and regulation and global governance. The curriculum will provide students an overview of the changing face of international relations as well as impart to them the critical tools and techniques that inform the study of international political economy. Students will have an opportunity to examine and assess a broad range of global issues using the lens and conceptual frameworks of political economy. Students can choose among the three disciplinary tracks: Economics, Political Science, or Public Policy.",160
