passage_id,chapter,chapter_num,chapter_short,section,subsection,heading,matrix_section,page,kind,text,word_count,cluster,cluster_name,x,y,neighbors,neighbor_sims,section_typicality
p0044,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,21,text,"One of Duke Kunshan University’s goals is for students to graduate with strong skills in multiple languages, especially English and Chinese. To this end, all students are required to take 8-16 credits of foreign language courses appropriate to their needs.",40,8,"Credit Transfer, Placement & Study Away",3.7382,11.2319,p0071|p0046|p0072|p0050|p0033,0.809|0.776|0.769|0.767|0.766,0.7472000122070312
p0045,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,21,text,"Duke Kunshan University’s medium of instruction is English, so it is imperative that all students have a strong command of English. Further, the ability to produce effective academic papers and presentations in English is especially important. Students whose secondary education was not in English medium schools will generally benefit from instruction in academic English skills, and will therefore be assigned to the English for Academic Purposes (EAP) track at Duke Kunshan University and be required to take two course sequences, EAP 101A and 101B and EAP 102A and 102B. Students can further develop their academic English skills by taking elective EAP courses and/or written and oral communication (WOC) courses.",109,8,"Credit Transfer, Placement & Study Away",4.1123,11.4788,p0050|p0145|p0044|p0046|p0142,0.819|0.818|0.729|0.718|0.692,0.6769000291824341
p0046,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,21,text,"Students at Duke Kunshan University should also attain a high level in Chinese, not only because Duke Kunshan University is located in China, but also because Chinese is already one of the world’s most important global languages. For this reason, students who are not required to be in the EAP track and who do not yet have a strong academic and professional command of Chinese will be assigned to a Chinese as Second Language (CSL) track, and assigned to a course appropriate to their Chinese level based on the results of a Duke Kunshan University placement examination process. All CSL-track students are required to meet two criteria: they must take at least eight credits of Chinese language courses (normally four 2-credit courses), and they must successfully complete CHINESE 202B or a higher level course.",134,8,"Credit Transfer, Placement & Study Away",3.7627,11.6291,p0147|p0384|p0050|p0047|p0148,0.850|0.840|0.813|0.802|0.796,0.7415000200271606
p0047,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,21,text,"That is to say, students who begin their Chinese study in CHINESE 101A are required to take Chinese courses until they complete CHINESE 202B; students who begin studying Chinese in CHINESE 201A or a higher-level course are required to take 8 credits, starting with and including whatever level course they are placed into. After satisfying their foreign language requirement, CSL-track students are encouraged to continue developing their Chinese language skills by taking higher level elective courses in Chinese, and",79,2,"Grading, CR/NC & Academic Standing",3.4273,11.5253,p0384|p0148|p0046|p0149|p0229,0.868|0.809|0.802|0.743|0.741,0.669700026512146
p0048,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,21,text,3 Courses with more than one attribute can only be counted as one of these attributes.,16,2,"Grading, CR/NC & Academic Standing",5.0815,10.5071,p0040|p0184|p0041|p0191|p0279,0.651|0.551|0.537|0.529|0.525,0.5925999879837036
p0049,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,22,text,also by designing and carrying out Chinese learning plans either on their own or with guidance and support from the Writing and Language Studio.,24,4,Advising & Academic Support,3.7769,11.565,p0149|p0147|p0050|p0145|p0047,0.573|0.544|0.527|0.526|0.513,0.5098000168800354
p0050,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,22,text,"Students who enter Duke Kunshan University with such a strong command of both English and Chinese that they can readily do academic work in both languages - and that no appropriate EAP and CSL courses are offered for them - will not be assigned to either the EAP track or the CSL track. These students can satisfy their foreign language requirement in several ways. One option is to take advanced written and oral communication (WOC) courses. (Because the content of different sections of some WOC courses differ considerably, in some cases students are allowed to take more than one WOC course of the same course number if the course content of the two courses is different.) Another option is to take courses in an additional language.",126,8,"Credit Transfer, Placement & Study Away",3.9528,11.5315,p0045|p0046|p0157|p0044|p0147,0.819|0.813|0.773|0.767|0.750,0.6804999709129333
p0051,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,General Education Requirements,"Language Courses (2-4 courses, 8-16 credits)",Degree Requirements,22,text,More information on language placement is in the Entrance Credit and Placement sections of Part 6.,16,2,"Grading, CR/NC & Academic Standing",3.9274,11.5943,p0157|p0147|p0385|p0044|p0046,0.567|0.508|0.505|0.485|0.480,0.4936000108718872
p0052,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,"Major Requirements (16-19 courses, 64-76 credits)",,Degree Requirements,22,text,"Majors have interdisciplinary and disciplinary components, with the former serving as the entry point and primary definition of a students’ academic community and the latter providing specialized training, as well as divisional foundation courses that prepare students for advanced study and signature work that focuses on a question, problem or issue and includes independent research, a senior thesis or creative production.",61,9,Major Overviews & Tracks,7.7034,9.4564,p0056|p0026|p0053|p0626|p0032,0.711|0.654|0.628|0.626|0.623,0.5424000024795532
p0053,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,"Major Requirements (16-19 courses, 64-76 credits)",,Degree Requirements,22,text,"Requirements for each major include Divisional Foundation Courses, Interdisciplinary Studies Courses, Disciplinary Studies Courses, Signature Work and Experiential Education. The detailed course requirements for each major are listed in Part 10: Majors and Courses.",34,6,STEM Course Requirements,7.7881,10.1973,p0378|p0509|p0397|p0437|p0449,0.761|0.722|0.708|0.697|0.672,0.7333999872207642
p0054,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,"Major Requirements (16-19 courses, 64-76 credits)",,Degree Requirements,22,text,"Students are responsible for meeting the requirements of a major as stated in the bulletin for the year in which they matriculated at DKU;4 however, they have the option of meeting requirements in the major changed subsequent to the students’ matriculation.",41,2,"Grading, CR/NC & Academic Standing",3.7004,9.3569,p0182|p0198|p0199|p0131|p0341,0.712|0.605|0.594|0.593|0.572,0.656000018119812
p0055,Part 3: The Curriculum,3,P3 The Curriculum,Degree Requirements,"Major Requirements (16-19 courses, 64-76 credits)","Divisional Foundation Courses (2 to 4 courses, 8 to 16 credits, depending on major)",Degree Requirements,22,text,Divisional Foundation courses provide opportunities to develop knowledge and skills essential to advanced work in each division.,17,6,STEM Course Requirements,8.8417,10.5538,p0397|p0509|p0443|p0053|p0449,0.671|0.670|0.627|0.627|0.624,0.5472999811172485
